id,codigo_cie10,nombre,categoria,activo
334,A22.1,CARBUNCO PULMONAR,A22,True
335,A22.2,CARBUNCO GASTROINTESTINAL,A22,True
336,A22.7,CARBUNCO SEPTICEMICO,A22,True
337,A22.8,OTRAS FORMAS DE CARBUNCO,A22,True
338,A22.9,"CARBUNCO, NO ESPECIFICADO",A22,True
339,A23,BRUCELOSIS,A23,True
340,A23.0,BRUCELOSIS DEBIDA A BRUCELLA MELITENSIS,A23,True
341,A23.1,BRUCELOSIS DEBIDA A BRUCELLA ABORTUS,A23,True
342,A23.2,BRUCELOSIS DEBIDA A BRUCELLA SUIS,A23,True
343,A23.3,BRUCELOSIS DEBIDA A BRUCELLA CANIS,A23,True
344,A23.8,OTRAS BRUCELOSIS,A23,True
345,A23.9,"BRUCELOSIS, NO ESPECIFICADA",A23,True
346,A24,MUERMO Y MELIOIDOSIS,A24,True
347,A24.0,MUERMO,A24,True
348,A24.1,MELIOIDOSIS AGUDA Y FULMINANTE,A24,True
349,A24.2,MELIOIDOSIS SUBAGUDA Y CRONICA,A24,True
350,A24.3,OTRAS MELIOIDOSIS,A24,True
351,A24.4,"MELIOIDOSIS, NO ESPECIFICADA",A24,True
352,A25,FIEBRES POR MORDEDURA DE RATA,A25,True
353,A25.0,ESPIRILOSIS,A25,True
354,A25.1,ESTREPTOBACILOSIS,A25,True
355,A25.9,"FIEBRE POR MORDEDURA DE RATA, NO ESPECIFICADA",A25,True
356,A26,ERISIPELOIDE,A26,True
357,A26.0,ERISIPELOIDE CUTANEO,A26,True
358,A26.7,SEPTICEMIA POR ERYSIPELOTHRIX,A26,True
359,A26.8,OTRAS FORMAS DE ERISIPELOIDE,A26,True
360,A26.9,"ERISIPELOIDE, NO ESPECIFICADA",A26,True
361,A27,LEPTOSPIROSIS,A27,True
362,A27.0,LEPTOSPIROSIS ICTEROHEMORRAGICA,A27,True
363,A27.8,OTRAS FORMAS DE LEPTOSPIROSIS,A27,True
364,A27.9,"LEPTOSPIROSIS, NO ESPECIFICADA",A27,True
365,A28,"OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS, NO CLASIFICADAS EN OTRA PARTE",A28,True
366,A28.0,PASTEURELOSIS,A28,True
367,A28.1,ENFERMEDAD POR RASGUÑO DE GATO,A28,True
368,A28.2,YERSINIOSIS EXTRAINTESTINAL,A28,True
369,A28.8,"OTRAS ENFERMEDADES ZOONOTICAS BACTERIANAS ESPECIFICADAS, NO CLASIFICADAS EN OTRA PARTE",A28,True
370,A28.9,"ENFERMEDAD ZOONOTICA BACTERIANA, SIN OTRA ESPECIFICACION",A28,True
371,A30,LEPRA [ENFERMEDAD DE HANSEN],A30,True
372,A30.0,LEPRA INDETERMINADA,A30,True
373,A30.1,LEPRA TUBERCULOIDE,A30,True
374,A30.2,LEPRA TUBERCULOIDE LIMITROFE,A30,True
375,A30.3,LEPRA LIMITROFE,A30,True
376,A30.4,LEPRA LEPROMATOSA LIMITROFE,A30,True
377,A30.5,LEPRA LEPROMATOSA,A30,True
378,A30.8,OTRAS FORMAS DE LEPRA,A30,True
379,A30.9,"LEPRA, NO ESPECIFICADA",A30,True
380,A31,INFECCIONES DEBIDAS A OTRAS MICOBACTERIAS,A31,True
381,A31.0,INFECCIONES POR MICOBACTERIAS PULMONARES,A31,True
382,A31.1,INFECCION CUTANEA POR MICOBACTERIAS,A31,True
383,A31.8,OTRAS INFECCIONES POR MICOBACTERIAS,A31,True
384,A31.9,"INFECCION POR MICOBACTERIA, NO ESPECIFICADA",A31,True
385,A32,LISTERIOSIS,A32,True
386,A32.0,LISTERIOSIS CUTANEA,A32,True
387,A32.1,MENINGITIS Y MENINGOENCEFALITIS LISTERIANA,A32,True
388,A32.7,SEPTICEMIA LISTERIANA,A32,True
389,A32.9,"LISTERIOSIS, NO ESPECIFICADA",A32,True
390,A33,TETANOS NEONATAL,A33,True
391,A34,TETANOS OBSTETRICO,A34,True
392,A35,OTROS TETANOS,A35,True
393,A36,DIFTERIA,A36,True
394,A36.0,DIFTERIA FARINGEA,A36,True
395,A36.2,DIFTERIA LARINGEA,A36,True
396,A36.3,DIFTERIA CUTANEA,A36,True
397,A36.8,OTRAS DIFTERIAS,A36,True
398,A36.9,"DIFTERIA, NO ESPECIFICADA",A36,True
399,A37.0,TOS FERINA DEBIDA A BORDETELLA PERTUSSIS,A37,True
400,A37.1,TOS FERINA DEBIDA A BORDETELLA PARAPERTUSSIS,A37,True
401,A37.8,TOS FERINA DEBIDA A OTRAS ESPECIES DE BORDETELLA,A37,True
402,A37.9,"TOS FERINA, NO ESPECIFICADA",A37,True
403,A38,ESCARLATINA,A38,True
404,A39.0,MENINGITIS MENINGOCOCICA (G01*),A39,True
405,A39.1,SINDROME DE WATERHOUSE-FRIDERICHSEN (E35.1*),A39,True
406,A39.2,MENINGOCOCEMIA AGUDA,A39,True
407,A39.3,MENINGOCOCEMIA CRONICA,A39,True
408,A39.4,"MENINGOCOCEMIA, NO ESPECIFICADA",A39,True
409,A39.8,OTRAS INFECCIONES MENINGOCOCICAS:,A39,True
410,A39.9,"INFECCION MENINGOCOCICA, NO ESPECIFICADA",A39,True
411,A40,SEPTICEMIA ESTREPTOCOCICA,A40,True
412,A40.0,"SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO A",A40,True
413,A40.1,"SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO B",A40,True
414,A40.2,"SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO D",A40,True
415,A40.3,SEPTICEMIA DEBIDA A STREPTOCOCCUS PNEUMONIAE,A40,True
416,A40.8,OTRAS SEPTICEMIAS ESTREPTOCOCICAS,A40,True
417,A40.9,"SEPTICEMIA ESTREPTOCOCICA, NO ESPECIFICADA",A40,True
418,A41,OTRAS SEPTICEMIAS,A41,True
419,A41.0,SEPTICEMIA DEBIDA A STAPHYLOCOCCUS AUREUS,A41,True
420,A41.1,SEPTICEMIA DEBIDA A OTRO ESTAFILOCOCO ESPECIFICADO,A41,True
421,A41.2,SEPTICEMIA DEBIDA A ESTAFILOCOCO NO ESPECIFICADO,A41,True
422,A41.3,SEPTICEMIA DEBIDA A HAEMOPHILUS INFLUENZAE,A41,True
423,A41.4,SEPTICEMIA DEBIDA A ANAEROBIOS,A41,True
424,A41.5,SEPTICEMIA DEBIDA A OTROS ORGANISMOS GRAMNEGATIVOS,A41,True
425,A41.8,OTRAS SEPTICEMIAS ESPECIFICADAS,A41,True
426,A41.9,"SEPTICEMIA, NO ESPECIFICADA",A41,True
427,A42,ACTINOMICOSIS,A42,True
428,A42.0,ACTINOMICOSIS PULMONAR,A42,True
429,A42.1,ACTINOMICOSIS ABDOMINAL,A42,True
430,A42.2,ACTINOMICOSIS CERVICOFACIAL,A42,True
431,A42.7,SEPTICEMIA ACTINOMICOTICA,A42,True
432,A42.8,OTRAS FORMAS DE ACTINOMICOSIS,A42,True
433,A42.9,"ACTINOMICOSIS, SIN OTRA ESPECIFICACION",A42,True
434,A43,NOCARDIOSIS,A43,True
435,A43.0,NOCARDIOSIS PULMONAR,A43,True
436,A43.1,NOCARDIOSIS CUTANEA,A43,True
437,A43.8,OTRAS FORMAS DE NOCARDIOSIS,A43,True
438,A43.9,"NOCARDIOSIS, NO ESPECIFICADA",A43,True
439,A44,BARTONELOSIS,A44,True
440,A44.0,BARTONELOSIS SISTEMICA,A44,True
441,A44.1,BARTONELOSIS CUTANEA Y MUCOCUTANEA,A44,True
442,A44.8,OTRAS FORMAS DE BARTONELOSIS,A44,True
443,A44.9,"BARTONELOSIS, NO ESPECIFICADA",A44,True
444,A46,ERISIPELA,A46,True
445,A48,"OTRAS ENFERMEDADES BACTERIANAS, NO CLASIFICADAS EN OTRA PARTE",A48,True
446,A48.0,GANGRENA GASEOSA,A48,True
447,A48.1,ENFERMEDAD DE LOS LEGIONARIOS,A48,True
448,A48.2,ENFERMEDAD DE LOS LEGIONARIOS NO NEUMONICA [FIEBRE DE PONTIAC],A48,True
449,A48.3,SINDROME DEL CHOQUE TOXICO,A48,True
450,A48.4,FIEBRE PURPURICA BRASILEÑA,A48,True
451,A48.8,OTRAS ENFERMEDADES BACTERIANAS ESPECIFICADAS,A48,True
452,A49,INFECCION BACTERIANA DE SITIO NO ESPECIFICADO,A49,True
453,A49.0,"INFECCION ESTAFILOCOCICA, SIN OTRA ESPECIFICACION",A49,True
454,A49.1,"INFECCION ESTREPTOCOCICA, SIN OTRA ESPECIFICACION",A49,True
455,A49.2,"INFECCION POR HAEMOPHILUS INFLUENZAE, SIN OTRA ESPECIFICACION",A49,True
456,A49.3,"INFECCION POR MICOPLASMA, SIN OTRA ESPECIFICACION",A49,True
457,A49.8,OTRAS INFECCIONES BACTERIANAS DE SITIO NO ESPECIFICADO,A49,True
458,A49.9,"INFECCION BACTERIANA, NO ESPECIFICADA",A49,True
459,A50,SIFILIS CONGENITA,A50,True
460,A50.0,"SIFILIS CONGENITA PRECOZ, SINTOMATICA",A50,True
461,A50.1,"SIFILIS CONGENITA PRECOZ, LATENTE",A50,True
462,A50.2,"SIFILIS CONGENITA PRECOZ, SIN OTRA ESPECIFICACION",A50,True
463,A50.3,OCULOPATIA SIFILITICA CONGENITA TARDIA,A50,True
464,A50.4,NEUROSIFILIS CONGENITA TARDIA [NEUROSIFILIS JUVENIL],A50,True
465,A50.5,"OTRAS FORMAS DE SIFILIS CONGENITA TARDIA, SINTOMATICA",A50,True
466,A50.6,"SIFILIS CONGENITA TARDIA, LATENTE",A50,True
467,A50.7,"SIFILIS CONGENITA TARDIA, SIN OTRA ESPECIFICACION",A50,True
468,A50.9,"SIFILIS CONGENITA, SIN OTRA ESPECIFICACION",A50,True
469,A51,SIFILIS PRECOZ,A51,True
470,A51.0,SIFILIS GENITAL PRIMARIA,A51,True
471,A51.1,SIFILIS PRIMARIA ANAL,A51,True
472,A51.2,SIFILIS PRIMARIA EN OTROS SITIOS,A51,True
473,A51.3,SIFILIS SECUNDARIA DE PIEL Y MEMBRANAS MUCOSAS,A51,True
474,A51.4,OTRAS SIFILIS SECUNDARIAS,A51,True
475,A51.5,"SIFILIS PRECOZ, LATENTE",A51,True
476,A51.9,"SIFILIS PRECOZ, SIN OTRA ESPECIFICACION",A51,True
477,A52,SIFILIS TARDIA,A52,True
478,A52.0,SIFILIS CARDIOVASCULAR,A52,True
479,A52.1,NEUROSIFILIS SINTOMATICA,A52,True
480,A52.2,NEUROSIFILIS ASINTOMATICA,A52,True
481,A52.3,NEUROSIFILIS NO ESPECIFICADA,A52,True
482,A52.7,OTRAS SIFILIS TARDIAS SINTOMATICAS,A52,True
483,A52.8,"SIFILIS TARDIA, LATENTE",A52,True
484,A52.9,"SIFILIS TARDIA, NO ESPECIFICADA",A52,True
485,A53,OTRAS SIFILIS Y LAS NO ESPECIFICADAS,A53,True
486,A53.0,"SIFILIS LATENTE, NO ESPECIFICADA COMO PRECOZ O TARDIA",A53,True
487,A53.9,"SIFILIS, NO ESPECIFICADA",A53,True
488,A54,INFECCION GONOCOCICA,A54,True
489,A54.0,INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR SIN ABSCESO PERIURETRAL O DE GLANDULA ACCESORIA,A54,True
490,A54.1,INFECCION GONOCOCICA DEL TRACTO GENITOURINARIO INFERIOR CON ABSCESO PERIURETRAL Y DE GLANDULAS ACCESORIAS,A54,True
491,A54.2,PELVIPERITONITIS GONOCOCICA Y OTRAS INFECCIONES GONOCOCICAS GENITOURINARIAS,A54,True
492,A54.3,INFECCION GONOCOCICA DEL OJO,A54,True
493,A54.4,INFECCION GONOCOCICA DEL SISTEMA OSTEOMUSCULAR,A54,True
494,A54.5,FARINGITIS GONOCOCICA,A54,True
495,A54.6,INFECCION GONOCOCICA DEL ANO Y DEL RECTO,A54,True
496,A54.8,OTRAS INFECCIONES GONOCOCICAS,A54,True
497,A54.9,"INFECCION GONOCOCICA, NO ESPECIFICADA",A54,True
498,A55,LINFOGRANULOMA (VENEREO) POR CLAMIDIAS,A55,True
499,A56,OTRAS ENFERMEDADES DE TRANSMISION SEXUAL DEBIDAS A CLAMIDIAS,A56,True
500,A56.0,INFECCION DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS,A56,True
501,A56.1,INFECCION DEL PELVIPERITONEO Y OTROS ORGANOS GENITOURINARIOS DEBIDA A CLAMIDIAS,A56,True
502,A56.3,INFECCION DEL ANO Y DEL RECTO DEBIDA A CLAMIDIAS,A56,True
503,A56.4,INFECCION DE FARINGE DEBIDA A CLAMIDIAS,A56,True
504,A56.8,INFECCION DE TRANSMISION SEXUAL DE OTROS SITIOS DEBIDA A CLAMIDIAS,A56,True
505,A57,CHANCRO BLANDO,A57,True
506,A58,GRANULOMA INGUINAL,A58,True
507,A59,TRICOMONIASIS,A59,True
508,A59.0,TRICOMONIASIS UROGENITAL,A59,True
509,A59.8,TRICOMONIASIS DE OTROS SITIOS,A59,True
510,A59.9,"TRICOMONIASIS, NO ESPECIFICADA",A59,True
511,A60,INFECCION ANOGENITAL DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE],A60,True
512,A60.0,INFECCION DE GENITALES Y TRAYECTO UROGENITAL DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE],A60,True
513,A60.1,INFECCION DE LA PIEL PERIANAL Y RECTO POR VIRUS DEL HERPES SIMPLE,A60,True
514,A63,"OTRAS ENFERMEDADES DE TRANSMISION PREDOMINANTEMENTE SEXUAL, NO CLASIFICADAS EN OTRA PARTE",A63,True
515,B18.9,"HEPATITIS VIRAL CRONICA, SIN OTRA ESPECIFICACION",B18,True
516,B19,"HEPATITIS VIRAL, SIN OTRA ESPECIFICACION",B19,True
517,B19.0,HEPATITIS VIRAL NO ESPECIFICADA CON COMA,B19,True
518,B19.9,HEPATITIS VIRAL NO ESPECIFICADA SIN COMA,B19,True
519,B20,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS",B20,True
520,B20.0,"ENFERMEDAD POR VIH, RESULTANTE EN INFECCION POR MICOBACTERIAS",B20,True
521,B20.1,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES BACTERIANAS",B20,True
522,B20.2,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD POR CITOMEGALOVIRUS",B20,True
523,B20.3,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES VIRALES",B20,True
524,B20.4,"ENFERMEDAD POR VIH, RESULTANTE EN CANDIDIASIS",B20,True
525,B20.5,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS MICOSIS",B20,True
526,B20.6,"ENFERMEDAD POR VIH, RESULTANTE EN NEUMONIA POR PNEUMOCYSTIS CARINII",B20,True
527,B20.7,"ENFERMEDAD POR VIH, RESULTANTE EN INFECCIONES MULTIPLES",B20,True
528,B20.8,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O PARASITARIAS",B20,True
529,B20.9,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD INFECCIOSA O PARASITARIA NO ESPECIFICADA",B20,True
530,B21,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN TUMORES MALIGNOS",B21,True
531,B21.0,"ENFERMEDAD POR VIH, RESULTANTE EN SARCOMA DE KAPOSI",B21,True
532,B21.1,"ENFERMEDAD POR VIH, RESULTANTE EN LINFOMA DE BURKITT",B21,True
533,B21.2,"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TIPOS DE LINFOMA NO HODGKIN",B21,True
534,B21.3,"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS DEL TEJIDO LINFOIDE, HEMATOPOYETICO Y TEJIDOS RELACIONADOS",B21,True
535,B21.7,"ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS MULTIPLES",B21,True
536,B21.8,"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS",B21,True
537,B21.9,"ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS NO ESPECIFICADOS",B21,True
538,B22,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN OTRAS ENFERMEDADES ESPECIFICADAS",B22,True
539,B22.0,"ENFERMEDAD POR VIH, RESULTANTE EN ENCEFALOPATIA",B22,True
540,B22.1,"ENFERMEDAD POR VIH, RESULTANTE EN NEUMONITIS LINFOIDE INTERSTICIAL",B22,True
541,B22.2,"ENFERMEDAD POR VIH, RESULTANTE EN SINDROME CAQUECTICO",B22,True
542,B22.7,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDADES MULTIPLES CLASIFICADAS EN OTRA PARTE",B22,True
543,B23,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN OTRAS AFECCIONES",B23,True
544,B23.0,SINDROME DE INFECCION AGUDA DEBIDA A VIH,B23,True
545,B23.1,"ENFERMEDAD POR VIH, RESULTANTE EN LINFADENOPATIA GENERALIZADA (PERSISTENTE)",B23,True
546,B23.2,"ENFERMEDAD POR VIH, RESULTANTE EN ANORMALIDADES INMUNOLOGICAS Y HEMATOLOGICAS, NO CLASIFICADAS EN OTRA PARTE",B23,True
547,B23.8,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS AFECCIONES ESPECIFICADAS",B23,True
548,B24,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], SIN OTRA ESPECIFICACION",B24,True
549,B25,ENFERMEDAD DEBIDA A VIRUS CITOMEGALICO,B25,True
550,B25.0,NEUMONITIS DEBIDA A VIRUS CITOMEGALICO (J17.1*),B25,True
551,B25.1,HEPATITIS DEBIDA A VIRUS CITOMEGALICO ( K77.0*),B25,True
552,B25.2,PANCREATITIS DEBIDA A VIRUS CITOMEGALICO (K87.1*),B25,True
553,B25.8,OTRAS ENFERMEDADES DEBIDAS A VIRUS CITOMEGALICO,B25,True
554,B25.9,"ENFERMEDAD POR VIRUS CITOMEGALICO, NO ESPECIFICADA",B25,True
555,B26,PAROTIDITIS INFECCIOSA,B26,True
556,B26.0,ORQUITIS POR PAROTIDITIS (N51.1*),B26,True
557,B26.1,MENINGITIS POR PAROTIDITIS (G02.0*),B26,True
558,B26.2,ENCEFALITIS POR PAROTIDITIS (G05.1*),B26,True
559,B26.3,PANCREATITIS POR PAROTIDITIS (K87.1*),B26,True
560,B26.8,PAROTIDITIS INFECCIOSA CON OTRAS COMPLICACIONES,B26,True
561,B26.9,"PAROTIDITIS, SIN COMPLICACIONES",B26,True
562,B27,MONONUCLEOSIS INFECCIOSA,B27,True
563,B27.0,MONONUCLEOSIS DEBIDA A HERPES VIRUS GAMMA,B27,True
564,B27.1,MONONUCLEOSIS POR CITOMEGALOVIRUS,B27,True
565,B27.8,OTRAS MONONUCLEOSIS INFECCIOSAS,B27,True
566,B27.9,"MONONUCLEOSIS INFECCIOSA, NO ESPECIFICADA",B27,True
567,B30,CONJUNTIVITIS VIRAL,B30,True
568,B30.0,QUERATOCONJUNTIVITIS DEBIDA A ADENOVIRUS (H19.2*),B30,True
569,B30.1,CONJUNTIVITIS DEBIDA A ADENOVIRUS (H13.1*),B30,True
570,B30.2,FARINGOCONJUNTIVITIS VIRAL,B30,True
571,B30.3,CONJUNTIVITIS EPIDEMICA AGUDA HEMORRAGICA (ENTEROVIRICA) (H13.1*),B30,True
572,B30.8,OTRAS CONJUNTIVITIS VIRALES (H13.1*),B30,True
573,B30.9,"CONJUNTIVITIS VIRAL, SIN OTRA ESPECIFICACION",B30,True
574,B33,"OTRAS ENFERMEDADES VIRALES, NO CLASIFICADAS EN OTRA PARTE",B33,True
575,B33.0,MIALGIA EPIDEMICA,B33,True
576,B33.1,ENFERMEDAD DEL RIO ROSS,B33,True
577,B33.2,CARDITIS VIRAL,B33,True
578,B33.3,"INFECCIONES DEBIDAS A RETROVIRUS, NO CLASIFICADAS EN OTRA PARTE",B33,True
579,B33.8,OTRAS ENFERMEDADES VIRALES ESPECIFICADAS,B33,True
580,B34,INFECCION VIRAL DE SITIO NO ESPECIFICADO,B34,True
581,B34.0,"INFECCION DEBIDA A ADENOVIRUS, SIN OTRA ESPECIFICACION",B34,True
582,B34.1,"INFECCION DEBIDA A ENTEROVIRUS, SIN OTRA ESPECIFICACION",B34,True
583,B34.2,"INFECCION DEBIDA A CORONAVIRUS, SIN OTRA ESPECIFICACION",B34,True
584,B34.3,"INFECCION DEBIDA A PARVOVIRUS, SIN OTRA ESPECIFICACION",B34,True
585,B34.4,"INFECCION DEBIDA A PAPOVAVIRUS, SIN OTRA ESPECIFICACION",B34,True
586,B34.8,OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO,B34,True
587,B34.9,"INFECCION VIRAL, NO ESPECIFICADA",B34,True
588,B35,DERMATOFITOSIS,B35,True
589,B35.0,TIÑA DE LA BARBA Y DEL CUERO CABELLUDO,B35,True
590,B35.1,TIÑA DE LAS UÑAS,B35,True
591,B35.2,TIÑA DE LA MANO,B35,True
592,B35.3,TIÑA DEL PIE [TINEA PEDIS],B35,True
593,B35.4,TIÑA DEL CUERPO [TINEA CORPORIS],B35,True
594,B35.5,TIÑA IMBRICADA [TINEA IMBRICATA],B35,True
595,B35.6,TIÑA INGUINAL [TINEA CRURIS],B35,True
596,B35.8,OTRAS DERMATOFITOSIS,B35,True
597,B35.9,"DERMATOFITOSIS, NO ESPECIFICADA",B35,True
598,B36,OTRAS MICOSIS SUPERFICIALES,B36,True
599,B36.0,PITIRIASIS VERSICOLOR,B36,True
600,B36.1,TIÑA NEGRA,B36,True
601,B36.2,PIEDRA BLANCA,B36,True
602,B36.3,PIEDRA NEGRA,B36,True
603,B36.8,OTRAS MICOSIS SUPERFICIALES ESPECIFICADAS,B36,True
604,B36.9,"MICOSIS SUPERFICIAL, SIN OTRA ESPECIFICACION",B36,True
605,B37,CANDIDIASIS,B37,True
606,B37.0,ESTOMATITIS CANDIDIASICA,B37,True
607,B37.1,CANDIDIASIS PULMONAR,B37,True
608,C03,TUMOR MALIGNO DE LA ENCIA,C03,True
609,C03.0,TUMOR MALIGNO DE LA ENCIA SUPERIOR,C03,True
610,C03.1,TUMOR MALIGNO DE LA ENCIA INFERIOR,C03,True
611,C03.9,"TUMOR MALIGNO DE LA ENCIA, PARTE NO ESPECIFICADA",C03,True
612,C04,TUMOR MALIGNO DEL PISO DE LA BOCA,C04,True
613,C04.0,TUMOR MALIGNO DE LA PARTE ANTERIOR DEL PISO DE LA BOCA,C04,True
614,C04.1,TUMOR MALIGNO DE LA PARTE LATERAL DEL PISO DE LA BOCA,C04,True
615,C04.8,LESION DE SITIOS CONTIGUOS DEL PISO DE LA BOCA,C04,True
616,C04.9,"TUMOR MALIGNO DEL PISO DE LA BOCA, PARTE NO ESPECIFICADA",C04,True
617,C05,TUMOR MALIGNO DEL PALADAR,C05,True
618,C05.0,TUMOR MALIGNO DEL PALADAR DURO,C05,True
619,C05.1,TUMOR MALIGNO DEL PALADAR BLANDO,C05,True
620,C05.2,TUMOR MALIGNO DE LA UVULA,C05,True
621,C05.8,LESION DE SITIOS CONTIGUOS DEL PALADAR,C05,True
622,C05.9,"TUMOR MALIGNO DEL PALADAR, PARTE NO ESPECIFICADA",C05,True
623,C06,TUMOR MALIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA,C06,True
624,C06.0,TUMOR MALIGNO DE LA MUCOSA DE LA MEJILLA,C06,True
625,C06.1,TUMOR MALIGNO DEL VESTIBULO DE LA BOCA,C06,True
626,C06.2,TUMOR MALIGNO DEL AREA RETROMOLAR,C06,True
627,C06.8,LESION DE SITIOS CONTIGUOS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA,C06,True
628,C06.9,"TUMOR MALIGNO DE LA BOCA, PARTE NO ESPECIFICADA",C06,True
629,C07,TUMOR MALIGNO DE LA GLANDULA PAROTIDA,C07,True
630,C08,TUMOR MALIGNO DE OTRAS GLANDULAS SALIVALES MAYORES Y DE LAS NO ESPECIFICADAS,C08,True
631,C08.0,TUMOR MALIGNO DE LA GLANDULA SUBMAXILAR,C08,True
632,C08.1,TUMOR MALIGNO DE LA GLANDULA SUBLINGUAL,C08,True
633,C08.8,LESION DE SITIOS CONTIGUOS DE LAS GLANDULAS SALIVALES MAYORES,C08,True
634,C08.9,"TUMOR MALIGNO DE GLANDULA SALIVAL MAYOR, NO ESPECIFICADA",C08,True
635,C09,TUMOR MALIGNO DE LA AMIGDALA,C09,True
636,C09.0,TUMOR MALIGNO DE LA FOSA AMIGDALINA,C09,True
637,C09.1,TUMOR MALIGNO DEL PILAR AMIGDALINO (ANTERIOR) (POSTERIOR),C09,True
638,C09.8,LESION DE SITIOS CONTIGUOS DE LA AMIGDALA,C09,True
639,C09.9,"TUMOR MALIGNO DE LA AMIGDALA, PARTE NO ESPECIFICADA",C09,True
640,C10,TUMOR MALIGNO DE LA OROFARINGE,C10,True
641,C10.0,TUMOR MALIGNO DE LA VALECULA,C10,True
642,C10.1,TUMOR MALIGNO DE LA CARA ANTERIOR DE LA EPIGLOTIS,C10,True
643,C10.2,TUMOR MALIGNO DE LA PARED LATERAL DE LA OROFARINGE,C10,True
644,C10.3,TUMOR MALIGNO DE LA PARED POSTERIOR DE LA OROFARINGE,C10,True
645,C10.4,TUMOR MALIGNO DE LA HENDIDURA BRANQUIAL,C10,True
646,C10.8,LESION DE SITIOS CONTIGUOS DE LA OROFARINGE,C10,True
647,C10.9,"TUMOR MALIGNO DE LA OROFARINGE, PARTE NO ESPECIFICADA",C10,True
648,C11,TUMOR MALIGNO DE LA NASOFARINGE,C11,True
649,C11.0,TUMOR MALIGNO DE LA PARED SUPERIOR DE LA NASOFARINGE,C11,True
650,C11.1,TUMOR MALIGNO DE LA PARED POSTERIOR DE LA NASOFARINGE,C11,True
651,C11.2,TUMOR MALIGNO DE LA PARED LATERAL DE LA NASOFARINGE,C11,True
652,C11.3,TUMOR MALIGNO DE LA PARED ANTERIOR DE LA NASOFARINGE,C11,True
653,C11.8,LESION DE SITIOS CONTIGUOS DE LA NASOFARINGE,C11,True
654,C11.9,"TUMOR MALIGNO DE LA NASOFARINGE, PARTE NO ESPECIFICADA",C11,True
655,C12,TUMOR MALIGNO DEL SENO PIRIFORME,C12,True
656,C13,TUMOR MALIGNO DE LA HIPOFARINGE,C13,True
657,C13.0,TUMOR MALIGNO DE LA REGION POSTCRICOIDEA,C13,True
658,C13.1,"TUMOR MALIGNO DEL PLIEGUE ARITENOEPIGLOTICO, CARA HIPOFARINGEA",C13,True
659,C13.2,TUMOR MALIGNO DE LA PARED POSTERIOR DE LA HIPOFARINGE,C13,True
660,C13.8,LESION DE SITIOS CONTIGUOS DE LA HIPOFARINGE,C13,True
661,C13.9,"TUMOR MALIGNO DE LA HIPOFARINGE, PARTE NO ESPECIFICADA",C13,True
662,C14,"TUMOR MALIGNO DE OTROS SITIOS Y DE LOS MAL DEFINIDOS DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA FARINGE",C14,True
663,C14.0,"TUMOR MALIGNO DE LA FARINGE, PARTE NO ESPECIFICADA",C14,True
664,C14.2,TUMOR MALIGNO DEL ANILLO DE WALDEYER,C14,True
665,C14.8,"LESION DE SITIOS CONTIGUOS DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA FARINGE",C14,True
666,C15,TUMOR MALIGNO DEL ESOFAGO,C15,True
667,C15.0,"TUMOR MALIGNO DEL ESOFAGO, PORCION CERVICAL",C15,True
